DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),month,day,hour,minute,GloblRad_daily,GloblRad_hourly,dbm,仰角
2024-02-28 06:00:00,11.0,0.0,1017.07,15.98,87.88,36.67,0.01,2,28,6,0,12.4,0.0,-5.0,0.0
2024-02-28 06:10:00,11.0,0.0,1017.11,15.85,88.02,73.75,0.01,2,28,6,10,12.4,0.0,-5.0,0.0
2024-02-28 06:20:00,11.0,0.0,1017.14,15.79,87.05,276.75,0.09,2,28,6,20,12.4,0.0,-5.0,0.78
2024-02-28 06:30:00,11.0,0.0,1017.27,15.81,86.83,782.5,0.51,2,28,6,30,12.4,0.0,-5.0,3.39
2024-02-28 06:40:00,11.0,0.0,1017.34,16.05,86.85,1344.08,1.2,2,28,6,40,12.4,0.0,-5.0,5.99
2024-02-28 06:50:00,11.0,0.11,1017.5,16.35,86.77,2361.08,3.46,2,28,6,50,12.4,0.0,-5.0,8.58
2024-02-28 07:00:00,11.0,0.03,1017.65,16.9,84.95,3641.25,9.72,2,28,7,0,12.4,0.0,-5.0,11.16
2024-02-28 07:10:00,11.0,0.07,1017.8,17.47,82.92,3812.92,6.86,2,28,7,10,12.4,0.0,-5.0,13.7
2024-02-28 07:20:00,11.0,0.0,1017.85,17.62,82.48,4657.17,8.38,2,28,7,20,12.4,0.0,-5.0,16.23
2024-02-28 07:30:00,11.0,0.07,1017.92,18.2,80.77,7583.58,26.87,2,28,7,30,12.4,0.0,-5.0,18.72
2024-02-28 07:40:00,11.0,0.07,1017.95,19.99,74.29,13708.75,79.06,2,28,7,40,12.4,0.0,-5.0,21.17
2024-02-28 07:50:00,11.0,0.51,1017.92,20.93,69.24,14752.5,97.42,2,28,7,50,12.4,0.0,-5.0,23.57
2024-02-28 08:00:00,11.0,0.34,1017.96,21.22,67.49,12717.0,66.15,2,28,8,0,12.4,0.5,-5.0,25.94
2024-02-28 08:10:00,11.0,0.33,1018.04,21.41,66.4,12313.0,65.48,2,28,8,10,12.4,0.5,-5.0,28.24
2024-02-28 08:20:00,11.0,0.42,1017.96,22.83,61.4,27737.66,306.65,2,28,8,20,12.4,0.5,-5.0,30.49
2024-02-28 08:30:00,11.0,0.38,1017.92,26.74,50.46,45491.48,942.74,2,28,8,30,12.4,0.5,-5.0,32.68
2024-02-28 08:40:00,11.0,0.68,1017.84,29.51,42.7,55407.18,1241.74,2,28,8,40,12.4,0.5,-5.0,34.81
2024-02-28 08:50:00,11.0,0.74,1017.76,30.4,39.92,58776.86,1283.95,2,28,8,50,12.4,0.5,-5.0,36.86
2024-02-28 09:00:00,11.0,0.18,1017.73,31.49,38.49,58577.94,1361.11,2,28,9,0,12.4,1.4,-5.0,38.84
2024-02-28 09:10:00,11.0,0.27,1017.66,33.19,34.98,62333.59,1479.82,2,28,9,10,12.4,1.4,-5.0,40.73
2024-02-28 09:20:00,11.0,0.46,1017.61,33.96,32.98,62931.05,1478.53,2,28,9,20,12.4,1.4,-5.0,42.55
2024-02-28 09:30:00,11.0,0.2,1017.5,35.5,30.89,68778.81,1587.64,2,28,9,30,12.4,1.4,-5.0,44.28
2024-02-28 09:40:00,11.0,0.54,1017.4,35.88,29.58,73161.92,1621.98,2,28,9,40,12.4,1.4,-5.0,45.92
2024-02-28 09:50:00,11.0,0.46,1017.34,36.5,28.62,79109.22,1654.63,2,28,9,50,12.4,1.4,-5.0,47.47
2024-02-28 10:00:00,11.0,0.42,1017.13,37.23,26.81,87920.56,1714.41,2,28,10,0,12.4,2.2,-5.0,48.92
2024-02-28 10:10:00,11.0,0.38,1016.96,37.83,26.34,92978.04,1698.16,2,28,10,10,12.4,2.2,-5.0,50.27
2024-02-28 10:20:00,11.0,0.61,1016.79,37.9,26.46,102021.7,1739.66,2,28,10,20,12.4,2.2,-5.0,51.52
2024-02-28 10:30:00,11.0,0.73,1016.64,37.62,26.29,105696.13,1729.31,2,28,10,30,12.4,2.2,-5.0,52.67
2024-02-28 10:40:00,11.0,0.88,1016.46,33.92,31.77,45345.94,703.68,2,28,10,40,12.4,2.2,-5.0,53.71
2024-02-28 10:50:00,11.0,0.77,1016.25,27.69,43.97,8514.0,26.06,2,28,10,50,12.4,2.2,-5.0,54.64
2024-02-28 11:00:00,11.0,0.31,1016.02,26.15,48.87,7785.34,22.38,2,28,11,0,12.4,2.8,-5.0,55.46
2024-02-28 11:10:00,11.0,0.4,1015.77,26.27,49.62,7285.0,19.72,2,28,11,10,12.4,2.8,-5.0,56.17
2024-02-28 11:20:00,11.0,0.43,1015.48,26.0,50.31,7248.0,18.3,2,28,11,20,12.4,2.8,-5.0,56.76
2024-02-28 11:30:00,11.0,0.24,1015.3,26.07,50.93,7791.75,20.1,2,28,11,30,12.4,2.8,-5.0,57.24
2024-02-28 11:40:00,11.0,0.59,1015.03,26.06,51.0,6374.33,15.46,2,28,11,40,12.4,2.8,-5.0,57.6
2024-02-28 11:50:00,11.0,1.64,1014.87,25.29,52.93,6990.67,17.77,2,28,11,50,12.4,2.8,-5.0,57.85
2024-02-28 12:00:00,11.0,1.54,1014.63,24.94,54.0,6859.17,17.6,2,28,12,0,12.4,2.9,-5.0,57.98
2024-02-28 12:10:00,11.0,1.37,1014.42,24.87,54.5,5738.5,13.62,2,28,12,10,12.4,2.9,-5.0,57.99
2024-02-28 12:20:00,11.0,0.92,1014.2,25.31,53.21,5967.5,13.73,2,28,12,20,12.4,2.9,-5.0,57.88
2024-02-28 12:30:00,11.0,0.59,1014.04,25.1,53.62,7858.92,21.35,2,28,12,30,12.4,2.9,-5.0,57.66
2024-02-28 12:40:00,11.0,0.48,1013.84,25.57,53.38,8240.0,21.29,2,28,12,40,12.4,2.9,-5.0,57.32
2024-02-28 12:50:00,11.0,0.34,1013.7,25.55,53.7,6498.67,13.93,2,28,12,50,12.4,2.9,-5.0,56.87
2024-02-28 13:00:00,11.0,0.32,1013.55,24.78,56.64,4800.17,8.8,2,28,13,0,12.4,1.5,-5.0,56.3
2024-02-28 13:10:00,11.0,0.31,1013.29,24.84,56.39,4436.08,7.32,2,28,13,10,12.4,1.5,-5.0,55.61
2024-02-28 13:20:00,11.0,1.38,1013.14,24.34,57.62,4184.83,6.07,2,28,13,20,12.4,1.5,-5.0,54.81
2024-02-28 13:30:00,11.0,1.33,1013.05,23.64,60.44,3392.33,4.32,2,28,13,30,12.4,1.5,-5.0,53.9
2024-02-28 13:40:00,11.0,1.2,1012.92,23.66,61.02,5718.92,10.61,2,28,13,40,12.4,1.5,-5.0,52.89
2024-02-28 13:50:00,11.0,1.3,1012.77,23.88,60.53,6351.25,13.7,2,28,13,50,12.4,1.5,-5.0,51.76
2024-02-28 14:00:00,11.0,1.19,1012.65,23.84,60.6,5779.0,11.13,2,28,14,0,12.4,0.6,-5.0,50.53
2024-02-28 14:10:00,11.0,0.84,1012.56,23.83,60.88,5049.67,8.8,2,28,14,10,12.4,0.6,-5.0,49.2
2024-02-28 14:20:00,11.0,0.55,1012.5,23.68,61.68,3320.0,4.08,2,28,14,20,12.4,0.6,-5.0,47.77
2024-02-28 14:30:00,11.0,0.98,1012.43,23.33,62.75,2556.58,2.48,2,28,14,30,12.4,0.6,-5.0,46.24
2024-02-28 14:40:00,11.0,0.44,1012.27,23.09,63.98,2201.83,1.9,2,28,14,40,12.4,0.6,-5.0,44.62
2024-02-28 14:50:00,11.0,0.61,1012.18,23.07,64.13,2413.08,2.26,2,28,14,50,12.4,0.6,-5.0,42.9
2024-02-28 15:00:00,11.0,0.24,1012.14,22.92,64.82,2090.67,1.69,2,28,15,0,12.4,0.4,-5.0,41.1
2024-02-28 15:10:00,11.0,0.3,1012.18,22.96,64.48,1734.17,1.15,2,28,15,10,12.4,0.4,-5.0,39.22
2024-02-28 15:20:00,11.0,0.35,1012.19,22.87,65.02,1532.17,0.92,2,28,15,20,12.4,0.4,-5.0,37.26
2024-02-28 15:30:00,11.0,0.57,1012.28,22.61,66.31,1029.75,0.44,2,28,15,30,12.4,0.4,-5.0,35.22
2024-02-28 15:40:00,11.0,0.63,1012.35,22.36,66.83,606.42,0.17,2,28,15,40,12.4,0.4,-5.0,33.11
2024-02-28 15:50:00,11.0,0.43,1012.49,22.24,67.32,397.17,0.07,2,28,15,50,12.4,0.4,-5.0,30.94
2024-02-28 16:00:00,11.0,0.25,1012.53,22.1,68.31,351.5,0.06,2,28,16,0,12.4,0.1,-5.0,28.7
2024-02-28 16:10:00,11.0,0.46,1012.67,22.02,69.1,371.42,0.06,2,28,16,10,12.4,0.1,-5.0,26.4
2024-02-28 16:20:00,11.0,0.22,1012.8,21.93,69.77,374.08,0.07,2,28,16,20,12.4,0.1,-5.0,24.05
2024-02-28 16:30:00,11.0,0.0,1012.98,21.74,73.41,353.75,0.06,2,28,16,30,12.4,0.1,-5.0,21.65
2024-02-28 16:40:00,11.0,0.21,1013.15,21.07,78.64,405.75,0.08,2,28,16,40,12.4,0.1,-5.0,19.21
2024-02-28 16:50:00,11.0,0.58,1013.23,20.52,82.1,359.75,0.06,2,28,16,50,12.4,0.1,-5.0,16.73
2024-02-28 17:00:00,11.0,0.43,1013.37,20.11,84.51,477.33,0.1,2,28,17,0,12.4,0.0,-5.0,14.21
2024-02-28 17:10:00,11.0,0.46,1013.57,19.87,85.88,335.58,0.06,2,28,17,10,12.4,0.0,-5.0,11.67
2024-02-28 17:20:00,11.0,0.36,1013.68,19.79,86.24,223.58,0.04,2,28,17,20,12.4,0.0,-5.0,9.1
2024-02-28 17:30:00,11.0,0.54,1013.71,19.68,86.36,130.92,0.02,2,28,17,30,12.4,0.0,-5.0,6.51
2024-02-28 17:40:00,11.0,0.36,1013.81,19.61,86.42,77.17,0.01,2,28,17,40,12.4,0.0,-5.0,3.91
2024-02-28 17:50:00,11.0,0.0,1013.98,19.71,86.02,34.75,0.0,2,28,17,50,12.4,0.0,-5.0,1.31
2024-02-29 06:00:00,11.0,0.0,1014.54,19.27,86.56,26.04,0.0,2,29,6,0,11.8,0.0,-5.0,0.0
2024-02-29 06:10:00,11.0,0.02,1014.61,19.26,86.77,64.0,0.01,2,29,6,10,11.8,0.0,-5.0,0.0
2024-02-29 06:20:00,11.0,0.11,1014.79,19.33,86.23,148.08,0.01,2,29,6,20,11.8,0.0,-5.0,1.04
2024-02-29 06:30:00,11.0,0.0,1014.89,19.18,87.07,320.5,0.05,2,29,6,30,11.8,0.0,-5.0,3.64
2024-02-29 06:40:00,11.0,0.0,1014.92,19.35,86.54,573.5,0.14,2,29,6,40,11.8,0.0,-5.0,6.24
2024-02-29 06:50:00,11.0,0.02,1014.95,19.55,85.79,1212.67,0.59,2,29,6,50,11.8,0.0,-5.0,8.82
2024-02-29 07:00:00,11.0,0.0,1015.01,19.76,84.68,1758.33,1.13,2,29,7,0,11.8,0.0,-5.0,11.38
2024-02-29 07:10:00,11.0,0.0,1015.06,19.87,84.47,1471.83,0.69,2,29,7,10,11.8,0.0,-5.0,13.92
2024-02-29 07:20:00,11.0,0.0,1015.03,19.93,84.51,1642.5,0.87,2,29,7,20,11.8,0.0,-5.0,16.43
2024-02-29 07:30:00,11.0,0.0,1014.96,20.14,83.56,2488.0,2.01,2,29,7,30,11.8,0.0,-5.0,18.91
2024-02-29 07:40:00,11.0,0.0,1014.94,20.52,81.97,3472.08,3.98,2,29,7,40,11.8,0.0,-5.0,21.35
2024-02-29 07:50:00,11.0,0.0,1014.9,20.87,79.84,4239.42,5.83,2,29,7,50,11.8,0.0,-5.0,23.75
2024-02-29 08:00:00,11.0,0.0,1014.88,21.12,78.89,4767.42,7.57,2,29,8,0,11.8,0.2,-5.0,26.1
2024-02-29 08:10:00,11.0,0.0,1014.85,21.4,77.98,5104.34,8.36,2,29,8,10,11.8,0.2,-5.0,28.4
2024-02-29 08:20:00,11.0,0.0,1014.9,21.7,76.68,5514.0,9.7,2,29,8,20,11.8,0.2,-5.0,30.64
2024-02-29 08:30:00,11.0,0.0,1014.98,21.9,75.99,6128.08,12.05,2,29,8,30,11.8,0.2,-5.0,32.82
2024-02-29 08:40:00,11.0,0.0,1015.06,22.12,74.98,6433.0,12.51,2,29,8,40,11.8,0.2,-5.0,34.93
2024-02-29 08:50:00,11.0,0.0,1015.08,22.39,73.4,6559.08,13.38,2,29,8,50,11.8,0.2,-5.0,36.97
2024-02-29 09:00:00,11.0,0.0,1015.08,22.6,72.14,6107.33,11.65,2,29,9,0,11.8,0.6,-5.0,38.94
2024-02-29 09:10:00,11.0,0.0,1015.09,22.78,71.18,6491.58,13.14,2,29,9,10,11.8,0.6,-5.0,40.83
