DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),month,day,hour,minute,GloblRad_daily,GloblRad_hourly,dbm,仰角
2024-02-14 15:20:00,14.0,1.01,1012.41,29.26,40.64,68440.51,1111.25,2,14,15,20,19.3,2.2,-5.0,33.48
2024-02-14 15:30:00,14.0,0.92,1012.47,30.33,38.02,65867.87,992.7,2,14,15,30,19.3,2.2,-5.0,31.55
2024-02-14 15:40:00,14.0,1.4,1012.38,27.99,44.33,59398.75,839.53,2,14,15,40,19.3,2.2,-5.0,29.55
2024-02-14 15:50:00,14.0,1.36,1012.47,27.58,45.53,42267.11,501.61,2,14,15,50,19.3,2.2,-5.0,27.48
2024-02-14 16:00:00,14.0,1.01,1012.53,27.04,47.43,40163.26,425.97,2,14,16,0,19.3,1.5,-5.0,25.36
2024-02-14 16:10:00,14.0,0.81,1012.58,27.7,45.38,38952.79,395.39,2,14,16,10,19.3,1.5,-5.0,23.18
2024-02-14 16:20:00,14.0,0.94,1012.63,26.87,47.7,31097.92,262.51,2,14,16,20,19.3,1.5,-5.0,20.96
2024-02-14 16:30:00,14.0,0.85,1012.71,26.63,48.68,24160.92,169.1,2,14,16,30,19.3,1.5,-5.0,18.69
2024-02-14 16:40:00,14.0,0.57,1012.73,24.88,54.34,8633.58,13.14,2,14,16,40,19.3,1.5,-5.0,16.38
2024-02-15 06:10:00,14.0,0.95,1013.59,15.79,83.36,71.58,0.0,2,15,6,10,16.1,0.0,-5.0,0.0
2024-02-15 06:20:00,14.0,0.89,1013.66,15.59,83.72,394.5,0.05,2,15,6,20,16.1,0.0,-5.0,0.0
2024-02-15 06:30:00,14.0,1.18,1013.7,15.67,83.51,1164.75,0.36,2,15,6,30,16.1,0.0,-5.0,0.61
2024-02-15 06:40:00,14.0,1.18,1013.78,16.02,82.7,2358.92,1.35,2,15,6,40,16.1,0.0,-5.0,3.05
2024-02-15 06:50:00,14.0,1.49,1013.91,17.58,76.51,3735.65,10.43,2,15,6,50,16.1,0.0,-5.0,5.49
2024-02-15 07:00:00,14.0,2.09,1013.96,19.32,69.14,5353.33,23.74,2,15,7,0,16.1,0.0,-5.0,7.92
2024-02-15 07:10:00,14.0,1.84,1014.06,20.58,65.15,12151.0,44.7,2,15,7,10,16.1,0.0,-5.0,10.32
2024-02-15 07:20:00,14.0,1.72,1014.22,22.46,57.99,17001.67,79.43,2,15,7,20,16.1,0.0,-5.0,12.71
2024-02-15 07:30:00,14.0,2.41,1014.29,22.9,55.89,21634.92,124.84,2,15,7,30,16.1,0.0,-5.0,15.07
2024-02-15 07:40:00,14.0,1.59,1014.32,24.56,52.18,26630.5,185.43,2,15,7,40,16.1,0.0,-5.0,17.4
2024-02-15 07:50:00,14.0,2.19,1014.36,24.97,50.4,31704.5,258.68,2,15,7,50,16.1,0.0,-5.0,19.69
2024-02-15 08:00:00,14.0,1.64,1014.46,26.73,45.23,36996.5,346.18,2,15,8,0,16.1,0.4,-5.0,21.94
2024-02-15 08:10:00,14.0,1.64,1014.5,27.14,44.07,42297.75,447.54,2,15,8,10,16.1,0.4,-5.0,24.14
2024-02-15 08:20:00,14.0,2.44,1014.5,26.73,45.11,47306.69,551.92,2,15,8,20,16.1,0.4,-5.0,26.29
2024-02-15 08:30:00,14.0,1.75,1014.42,28.05,41.86,52792.54,667.75,2,15,8,30,16.1,0.4,-5.0,28.38
2024-02-15 08:40:00,14.0,1.69,1014.49,29.64,37.79,57881.29,786.68,2,15,8,40,16.1,0.4,-5.0,30.42
2024-02-15 08:50:00,14.0,2.22,1014.54,29.62,36.34,62118.86,897.81,2,15,8,50,16.1,0.4,-5.0,32.39
2024-02-15 09:00:00,14.0,2.45,1014.55,28.2,39.08,68069.22,1051.84,2,15,9,0,16.1,1.3,-5.0,34.29
2024-02-15 09:10:00,14.0,2.24,1014.49,29.6,36.18,73010.99,1191.31,2,15,9,10,16.1,1.3,-5.0,36.11
2024-02-15 09:20:00,14.0,1.55,1014.47,31.99,31.14,77976.11,1328.01,2,15,9,20,16.1,1.3,-5.0,37.86
2024-02-15 09:30:00,14.0,1.19,1014.45,33.62,28.6,83496.29,1463.99,2,15,9,30,16.1,1.3,-5.0,39.53
2024-02-15 09:40:00,14.0,1.58,1014.42,34.61,26.87,86472.63,1515.01,2,15,9,40,16.1,1.3,-5.0,41.12
2024-02-15 09:50:00,14.0,1.57,1014.34,33.7,26.99,91854.63,1642.66,2,15,9,50,16.1,1.3,-5.0,42.62
2024-02-15 10:00:00,14.0,1.44,1014.22,33.25,27.58,94707.17,1679.76,2,15,10,0,16.1,2.0,-5.0,44.03
2024-02-15 10:10:00,14.0,0.99,1014.1,34.17,25.35,95782.6,1662.63,2,15,10,10,16.1,2.0,-5.0,45.34
2024-02-15 10:20:00,14.0,2.01,1013.97,34.82,23.8,102441.27,1803.14,2,15,10,20,16.1,2.0,-5.0,46.56
2024-02-15 10:30:00,14.0,1.49,1013.76,36.03,22.88,107231.38,1887.94,2,15,10,30,16.1,2.0,-5.0,47.68
2024-02-15 10:40:00,14.0,0.94,1013.57,34.1,25.73,115012.39,1972.94,2,15,10,40,16.1,2.0,-5.0,48.69
2024-02-15 10:50:00,14.0,0.71,1013.32,35.76,23.8,114989.03,1917.92,2,15,10,50,16.1,2.0,-5.0,49.61
2024-02-15 11:00:00,14.0,1.71,1013.1,35.48,25.19,117298.2,1996.78,2,15,11,0,16.1,2.5,-5.0,50.41
2024-02-15 11:10:00,14.0,1.33,1013.0,35.56,26.76,117673.21,2018.04,2,15,11,10,16.1,2.5,-5.0,51.11
2024-02-15 11:20:00,14.0,0.5,1012.95,37.01,25.29,117758.2,2005.35,2,15,11,20,16.1,2.5,-5.0,51.71
2024-02-15 11:30:00,14.0,0.93,1012.73,36.41,26.72,117758.2,2011.47,2,15,11,30,16.1,2.5,-5.0,52.19
2024-02-15 11:40:00,14.0,1.13,1012.44,36.94,26.27,117758.2,2072.22,2,15,11,40,16.1,2.5,-5.0,52.56
2024-02-15 11:50:00,14.0,0.84,1012.29,30.29,39.17,63200.48,1027.17,2,15,11,50,16.1,2.5,-5.0,52.82
2024-02-15 12:00:00,14.0,1.08,1012.08,27.37,48.28,51282.7,675.4,2,15,12,0,16.1,2.9,-5.0,52.96
2024-02-15 12:10:00,14.0,1.06,1011.97,31.72,38.07,93181.08,1624.26,2,15,12,10,16.1,2.9,-5.0,53.0
2024-02-15 12:20:00,14.0,1.03,1011.8,33.16,37.09,111508.13,2024.41,2,15,12,20,16.1,2.9,-5.0,52.92
2024-02-15 12:30:00,14.0,1.51,1011.62,33.04,37.72,117758.2,2105.33,2,15,12,30,16.1,2.9,-5.0,52.73
2024-02-15 12:40:00,14.0,1.71,1011.42,29.08,47.9,85180.47,1409.91,2,15,12,40,16.1,2.9,-5.0,52.42
2024-02-15 12:50:00,14.0,1.57,1011.25,29.26,47.79,96286.8,1642.23,2,15,12,50,16.1,2.9,-5.0,52.01
2024-02-15 13:00:00,14.0,1.43,1011.08,28.62,49.56,50844.35,640.04,2,15,13,0,16.1,2.2,-5.0,51.48
2024-02-15 13:10:00,14.0,1.5,1010.97,28.61,49.62,91154.39,1494.82,2,15,13,10,16.1,2.2,-5.0,50.85
2024-02-15 13:20:00,14.0,1.86,1010.98,29.52,47.27,117588.39,2124.37,2,15,13,20,16.1,2.2,-5.0,50.1
2024-02-15 13:30:00,14.0,1.32,1010.93,29.93,46.75,115371.22,1989.39,2,15,13,30,16.1,2.2,-5.0,49.25
2024-02-15 13:40:00,14.0,1.73,1010.85,29.24,48.08,113245.7,1965.29,2,15,13,40,16.1,2.2,-5.0,48.3
2024-02-15 13:50:00,14.0,2.36,1010.72,28.99,49.09,91871.34,1503.98,2,15,13,50,16.1,2.2,-5.0,47.24
2024-02-15 14:00:00,14.0,1.7,1010.69,28.84,48.38,61080.56,799.04,2,15,14,0,16.1,2.7,-5.0,46.08
2024-02-15 14:10:00,14.0,1.54,1010.59,29.53,46.96,73320.05,1123.47,2,15,14,10,16.1,2.7,-5.0,44.83
2024-02-15 14:20:00,14.0,1.23,1010.57,27.82,52.47,36314.89,272.92,2,15,14,20,16.1,2.7,-5.0,43.47
2024-02-15 14:30:00,14.0,1.28,1010.58,27.75,52.73,30607.08,199.47,2,15,14,30,16.1,2.7,-5.0,42.03
2024-02-15 14:40:00,14.0,1.44,1010.44,27.23,54.9,26633.67,154.51,2,15,14,40,16.1,2.7,-5.0,40.5
2024-02-15 14:50:00,14.0,1.29,1010.41,26.48,57.87,20712.33,92.26,2,15,14,50,16.1,2.7,-5.0,38.88
2024-02-15 15:00:00,14.0,1.06,1010.35,27.02,56.44,27714.14,189.88,2,15,15,0,16.1,1.2,-5.0,37.17
2024-02-15 15:10:00,14.0,0.63,1010.36,26.52,57.93,15439.08,51.09,2,15,15,10,16.1,1.2,-5.0,35.39
2024-02-15 15:20:00,14.0,1.04,1010.45,25.9,60.4,13905.83,38.96,2,15,15,20,16.1,1.2,-5.0,33.53
2024-02-15 15:30:00,14.0,0.81,1010.58,25.89,60.13,14369.08,42.3,2,15,15,30,16.1,1.2,-5.0,31.61
2024-02-15 15:40:00,14.0,1.03,1010.7,25.9,59.65,13794.58,40.15,2,15,15,40,16.1,1.2,-5.0,29.61
2024-02-15 15:50:00,14.0,0.69,1010.79,26.27,58.5,15946.67,54.08,2,15,15,50,16.1,1.2,-5.0,27.55
2024-02-15 16:00:00,14.0,1.09,1010.88,26.16,58.64,19197.0,95.32,2,15,16,0,16.1,0.6,-5.0,25.43
2024-02-15 16:10:00,14.0,1.08,1010.95,27.38,54.58,25849.62,191.7,2,15,16,10,16.1,0.6,-5.0,23.26
2024-02-15 16:20:00,14.0,0.96,1011.02,26.04,58.79,10954.33,25.84,2,15,16,20,16.1,0.6,-5.0,21.04
2024-02-15 16:30:00,14.0,1.31,1011.1,25.49,60.86,6599.67,9.14,2,15,16,30,16.1,0.6,-5.0,18.78
2024-02-15 16:40:00,14.0,0.71,1011.21,25.18,62.3,5999.33,7.69,2,15,16,40,16.1,0.6,-5.0,16.47
2024-02-15 16:50:00,14.0,0.57,1011.29,25.55,61.39,6198.25,8.83,2,15,16,50,16.1,0.6,-5.0,14.13
2024-02-15 17:00:00,14.0,0.34,1011.5,25.39,62.07,3285.25,2.41,2,15,17,0,16.1,0.3,-5.0,11.76
2024-02-15 17:10:00,14.0,0.39,1011.64,25.0,63.54,2049.33,0.97,2,15,17,10,16.1,0.3,-5.0,9.36
2024-02-15 17:20:00,14.0,0.14,1011.85,24.91,63.59,1363.92,0.45,2,15,17,20,16.1,0.3,-5.0,6.95
2024-02-15 17:30:00,14.0,0.03,1011.98,24.8,64.25,830.42,0.18,2,15,17,30,16.1,0.3,-5.0,4.52
2024-02-15 17:40:00,14.0,0.07,1012.02,24.35,65.15,362.42,0.03,2,15,17,40,16.1,0.3,-5.0,2.08
