DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),month,day,hour,minute,GloblRad_daily,GloblRad_hourly,dbm,仰角
2024-04-18 05:10:00,4.0,0.0,1001.67,24.77,83.44,30.0,0.0,4,18,5,10,2.8,0.0,-5.0,0.0
2024-04-18 05:20:00,4.0,0.0,1001.7,24.8,83.3,147.75,0.01,4,18,5,20,2.8,0.0,-5.0,0.0
2024-04-18 05:30:00,4.0,0.11,1001.53,24.77,82.72,621.08,0.13,4,18,5,30,2.8,0.0,-5.0,0.0
2024-04-18 05:40:00,4.0,0.38,1001.23,24.91,81.0,2054.75,1.19,4,18,5,40,2.8,0.0,-5.0,3.16
2024-04-18 05:50:00,4.0,0.25,1000.97,25.42,79.03,5798.0,8.12,4,18,5,50,2.8,0.0,-5.0,6.31
2024-04-18 06:00:00,4.0,0.16,1000.95,26.18,76.48,9609.58,18.21,4,18,6,0,2.8,0.0,-5.0,9.45
2024-04-18 06:10:00,4.0,0.0,1001.03,27.14,72.03,10056.33,19.47,4,18,6,10,2.8,0.0,-5.0,12.58
2024-04-18 06:20:00,4.0,0.61,1001.06,27.31,70.34,11480.08,23.26,4,18,6,20,2.8,0.0,-5.0,15.68
2024-04-18 06:30:00,4.0,0.3,1001.22,27.55,67.16,9846.75,18.3,4,18,6,30,2.8,0.0,-5.0,18.76
2024-04-18 06:40:00,4.0,0.1,1001.47,27.51,68.52,10591.25,18.75,4,18,6,40,2.8,0.0,-5.0,21.8
2024-04-18 06:50:00,4.0,0.22,1001.56,27.76,68.89,10334.91,17.76,4,18,6,50,2.8,0.0,-5.0,24.81
2024-04-18 07:00:00,4.0,0.06,1001.79,28.08,68.18,11884.08,22.66,4,18,7,0,2.8,0.2,-5.0,27.78
2024-04-18 07:10:00,4.0,0.06,1001.9,28.68,66.61,12909.92,28.41,4,18,7,10,2.8,0.2,-5.0,30.7
2024-04-18 07:20:00,4.0,0.02,1002.21,29.08,65.31,11329.0,21.88,4,18,7,20,2.8,0.2,-5.0,33.57
2024-04-18 07:30:00,4.0,0.15,1002.57,29.45,64.32,17251.83,48.54,4,18,7,30,2.8,0.2,-5.0,36.38
2024-04-18 07:40:00,4.0,0.19,1002.49,30.59,60.45,26329.83,108.24,4,18,7,40,2.8,0.2,-5.0,39.14
2024-04-18 07:50:00,4.0,0.19,1002.56,32.39,54.62,28898.58,140.55,4,18,7,50,2.8,0.2,-5.0,41.82
2024-04-18 08:00:00,4.0,0.04,1002.75,32.77,53.77,24395.58,107.67,4,18,8,0,2.8,0.4,-5.0,44.44
2024-04-18 08:10:00,4.0,0.03,1003.08,33.58,51.65,25315.75,114.05,4,18,8,10,2.8,0.4,-5.0,46.98
2024-04-18 08:20:00,4.0,0.16,1003.33,34.8,48.69,44160.62,169.8,4,18,8,20,2.8,0.4,-5.0,49.44
2024-04-18 08:30:00,4.0,0.23,1003.27,39.32,37.76,72974.51,353.54,4,18,8,30,2.8,0.4,-5.0,51.82
2024-04-18 08:40:00,4.0,0.46,1003.17,37.48,40.31,25051.08,95.8,4,18,8,40,2.8,0.4,-5.0,54.11
