DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),month,day,hour,minute,GloblRad_daily,GloblRad_hourly,dbm,仰角
2024-05-14 16:50:00,6.0,0.22,1007.62,25.6,63.3,5998.0,8.47,5,14,16,50,9.7,0.4,-5.0,32.3
2024-05-14 17:00:00,6.0,0.45,1007.77,25.36,64.63,4886.33,5.63,5,14,17,0,9.7,0.3,-5.0,29.18
2024-05-14 17:10:00,6.0,0.54,1008.0,24.96,67.08,2893.83,1.89,5,14,17,10,9.7,0.3,-5.0,26.01
2024-05-14 17:20:00,6.0,0.37,1008.01,24.64,68.68,1971.33,0.93,5,14,17,20,9.7,0.3,-5.0,22.81
2024-05-14 17:30:00,6.0,0.45,1008.09,24.6,69.75,2304.83,1.32,5,14,17,30,9.7,0.3,-5.0,19.57
2024-05-14 17:40:00,6.0,0.41,1008.21,24.55,69.94,1878.67,1.04,5,14,17,40,9.7,0.3,-5.0,16.3
2024-05-14 17:50:00,6.0,0.41,1008.26,24.41,69.85,1283.75,0.48,5,14,17,50,9.7,0.3,-5.0,13.0
2024-05-14 18:00:00,6.0,0.32,1008.36,24.25,70.64,564.08,0.08,5,14,18,0,9.7,0.0,-5.0,9.68
2024-05-14 18:10:00,6.0,0.48,1008.4,24.09,71.28,490.75,0.07,5,14,18,10,9.7,0.0,-5.0,6.35
2024-05-14 18:20:00,6.0,0.46,1008.49,23.98,71.96,251.58,0.02,5,14,18,20,9.7,0.0,-5.0,3.01
2024-05-14 18:30:00,6.0,0.51,1008.35,23.83,72.3,80.67,0.0,5,14,18,30,9.7,0.0,-5.0,0.0
2024-05-14 18:40:00,6.0,1.09,1007.92,23.44,72.57,22.5,0.0,5,14,18,40,9.7,0.0,-5.0,0.0
2024-05-15 04:50:00,6.0,0.0,1008.44,22.0,86.68,27.08,0.0,5,15,4,50,21.3,0.0,-5.0,0.0
2024-05-15 05:00:00,6.0,0.0,1008.46,21.96,86.76,106.33,0.01,5,15,5,0,21.3,0.0,-5.0,0.0
2024-05-15 05:10:00,6.0,0.0,1008.48,21.92,86.75,414.42,0.07,5,15,5,10,21.3,0.0,-5.0,0.0
2024-05-15 05:20:00,6.0,0.0,1008.6,22.1,86.29,1171.42,0.38,5,15,5,20,21.3,0.0,-5.0,3.01
2024-05-15 05:30:00,6.0,0.0,1008.7,22.53,84.49,2386.83,1.4,5,15,5,30,21.3,0.0,-5.0,6.35
2024-05-15 05:40:00,6.0,0.0,1008.74,23.16,82.19,3949.75,3.38,5,15,5,40,21.3,0.0,-5.0,9.68
2024-05-15 05:50:00,6.0,0.0,1008.87,23.87,79.48,6327.58,8.11,5,15,5,50,21.3,0.0,-5.0,13.0
2024-05-15 06:00:00,6.0,0.0,1009.01,24.77,75.8,7842.92,11.29,5,15,6,0,21.3,0.0,-5.0,16.3
2024-05-15 06:10:00,6.0,0.0,1009.16,27.0,67.49,9661.42,17.7,5,15,6,10,21.3,0.0,-5.0,19.57
2024-05-15 06:20:00,6.0,0.0,1009.26,32.29,51.2,11027.5,19.92,5,15,6,20,21.3,0.0,-5.0,22.81
2024-05-15 06:30:00,6.0,0.0,1009.34,36.12,40.92,12158.17,21.07,5,15,6,30,21.3,0.0,-5.0,26.01
2024-05-15 06:40:00,6.0,0.0,1009.42,36.76,37.98,11151.83,18.77,5,15,6,40,21.3,0.0,-5.0,29.18
2024-05-15 06:50:00,6.0,0.0,1009.45,37.99,35.15,13575.08,32.63,5,15,6,50,21.3,0.0,-5.0,32.3
2024-05-15 07:00:00,6.0,0.09,1009.58,39.43,31.48,15279.42,45.74,5,15,7,0,21.3,0.6,-5.0,35.37
2024-05-15 07:10:00,6.0,0.0,1009.65,38.09,33.33,16343.5,50.14,5,15,7,10,21.3,0.6,-5.0,38.38
2024-05-15 07:20:00,6.0,0.02,1009.74,38.09,33.33,28970.75,84.08,5,15,7,20,21.3,0.6,-5.0,41.34
2024-05-15 07:30:00,6.0,0.16,1009.78,39.46,29.91,40715.9,134.34,5,15,7,30,21.3,0.6,-5.0,44.23
2024-05-15 07:40:00,6.0,0.03,1009.89,40.0,25.06,51339.95,241.49,5,15,7,40,21.3,0.6,-5.0,47.05
2024-05-15 07:50:00,6.0,0.0,1009.87,40.0,24.05,44240.87,208.64,5,15,7,50,21.3,0.6,-5.0,49.8
2024-05-15 08:00:00,6.0,0.07,1009.86,40.0,23.51,55024.8,311.36,5,15,8,0,21.3,1.3,-5.0,52.47
2024-05-15 08:10:00,6.0,0.19,1009.84,40.0,22.12,61199.04,390.74,5,15,8,10,21.3,1.3,-5.0,55.06
2024-05-15 08:20:00,6.0,0.1,1009.81,40.0,21.38,69080.68,509.4,5,15,8,20,21.3,1.3,-5.0,57.57
2024-05-15 08:30:00,6.0,0.03,1009.94,40.0,19.65,75512.77,618.05,5,15,8,30,21.3,1.3,-5.0,59.99
2024-05-15 08:40:00,6.0,0.02,1009.82,40.0,17.93,82983.28,751.38,5,15,8,40,21.3,1.3,-5.0,62.31
2024-05-15 08:50:00,6.0,0.08,1009.74,40.0,18.16,86003.83,732.01,5,15,8,50,21.3,1.3,-5.0,64.54
2024-05-15 09:00:00,6.0,0.14,1009.7,40.0,18.86,70353.52,514.5,5,15,9,0,21.3,2.2,-5.0,66.66
2024-05-15 09:10:00,6.0,0.05,1009.74,40.0,17.89,86816.19,858.86,5,15,9,10,21.3,2.2,-5.0,68.69
2024-05-15 09:20:00,6.0,0.13,1009.85,40.0,19.17,92698.44,973.21,5,15,9,20,21.3,2.2,-5.0,70.61
2024-05-15 09:30:00,6.0,0.99,1009.84,40.0,22.91,98789.31,1118.93,5,15,9,30,21.3,2.2,-5.0,72.41
2024-05-15 09:40:00,6.0,1.77,1009.84,38.54,28.44,101973.91,1218.32,5,15,9,40,21.3,2.2,-5.0,74.11
2024-05-15 09:50:00,6.0,1.56,1009.76,36.91,31.47,97006.45,1150.41,5,15,9,50,21.3,2.2,-5.0,75.69
2024-05-15 10:00:00,6.0,1.12,1009.72,37.42,30.93,92921.43,1097.7,5,15,10,0,21.3,2.7,-5.0,77.15
2024-05-15 10:10:00,6.0,1.52,1009.57,37.64,30.08,93217.38,1158.4,5,15,10,10,21.3,2.7,-5.0,78.5
2024-05-15 10:20:00,6.0,1.03,1009.64,37.11,31.14,86444.24,1100.24,5,15,10,20,21.3,2.7,-5.0,79.72
2024-05-15 10:30:00,6.0,0.99,1009.59,36.88,31.59,83813.98,1061.63,5,15,10,30,21.3,2.7,-5.0,80.82
2024-05-15 10:40:00,6.0,1.63,1009.53,36.24,33.02,86542.89,1173.36,5,15,10,40,21.3,2.7,-5.0,81.79
2024-05-15 10:50:00,6.0,1.89,1009.41,36.65,32.06,98822.91,1547.26,5,15,10,50,21.3,2.7,-5.0,82.64
2024-05-15 11:00:00,6.0,1.67,1009.42,37.34,31.19,104864.54,1785.37,5,15,11,0,21.3,2.6,-5.0,83.36
2024-05-15 11:10:00,6.0,2.58,1009.51,37.07,31.52,88695.19,1556.85,5,15,11,10,21.3,2.6,-5.0,83.95
2024-05-15 11:20:00,6.0,2.21,1009.42,35.64,34.49,94057.6,1888.85,5,15,11,20,21.3,2.6,-5.0,84.41
2024-05-15 11:30:00,6.0,2.85,1009.42,35.56,35.28,82432.72,1778.03,5,15,11,30,21.3,2.6,-5.0,84.74
2024-05-15 11:40:00,6.0,2.66,1009.32,36.11,34.61,76279.32,1803.56,5,15,11,40,21.3,2.6,-5.0,84.93
2024-05-15 11:50:00,6.0,3.3,1009.19,35.26,36.18,69154.89,1712.16,5,15,11,50,21.3,2.6,-5.0,85.0
2024-05-15 12:00:00,6.0,2.26,1009.12,35.95,34.44,68438.12,1833.15,5,15,12,0,21.3,3.2,-5.0,84.93
2024-05-15 12:10:00,6.0,3.51,1009.15,35.95,34.73,73108.02,2062.86,5,15,12,10,21.3,3.2,-5.0,84.74
2024-05-15 12:20:00,6.0,3.17,1009.1,36.42,33.91,72246.05,2088.41,5,15,12,20,21.3,3.2,-5.0,84.41
2024-05-15 12:30:00,6.0,2.46,1009.01,37.13,32.7,72990.86,2101.36,5,15,12,30,21.3,3.2,-5.0,83.95
2024-05-15 12:40:00,6.0,3.14,1008.95,36.23,33.99,59577.19,1582.64,5,15,12,40,21.3,3.2,-5.0,83.36
2024-05-15 12:50:00,6.0,2.97,1008.78,35.8,35.17,67214.08,1952.53,5,15,12,50,21.3,3.2,-5.0,82.64
2024-05-15 13:00:00,6.0,3.04,1008.71,35.63,35.65,65463.57,1923.62,5,15,13,0,21.3,3.5,-5.0,81.79
2024-05-15 13:10:00,6.0,3.07,1008.46,35.51,35.82,65342.1,1991.58,5,15,13,10,21.3,3.5,-5.0,80.82
2024-05-15 13:20:00,6.0,3.47,1008.35,35.3,36.24,62394.86,1911.96,5,15,13,20,21.3,3.5,-5.0,79.72
2024-05-15 13:30:00,6.0,3.55,1008.39,34.64,37.25,53395.48,1426.34,5,15,13,30,21.3,3.5,-5.0,78.5
2024-05-15 13:40:00,6.0,2.73,1008.37,32.6,42.03,45530.97,775.27,5,15,13,40,21.3,3.5,-5.0,77.15
2024-05-15 13:50:00,6.0,3.12,1008.34,33.47,40.11,49842.48,1138.15,5,15,13,50,21.3,3.5,-5.0,75.69
2024-05-15 14:00:00,6.0,3.08,1008.26,32.26,42.86,42472.4,712.52,5,15,14,0,21.3,3.0,-5.0,74.11
2024-05-15 14:10:00,6.0,2.55,1008.17,31.74,44.13,36245.75,350.78,5,15,14,10,21.3,3.0,-5.0,72.41
2024-05-15 14:20:00,6.0,2.34,1008.08,31.27,45.35,31604.25,251.4,5,15,14,20,21.3,3.0,-5.0,70.61
2024-05-15 14:30:00,6.0,2.09,1008.16,30.68,47.0,30380.25,235.55,5,15,14,30,21.3,3.0,-5.0,68.69
