DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),month,day,hour,minute,GloblRad_daily,GloblRad_hourly,dbm,仰角
2024-02-21 06:00:00,9.0,0.0,1013.39,22.65,74.67,28.33,0.0,2,21,6,0,18.6,0.0,-5.0,0.0
2024-02-21 06:10:00,9.0,0.0,1013.44,22.6,74.86,114.75,0.01,2,21,6,10,18.6,0.0,-5.0,0.0
2024-02-21 06:20:00,9.0,0.0,1013.61,21.9,77.09,410.08,0.05,2,21,6,20,18.6,0.0,-5.0,0.0
2024-02-21 06:30:00,9.0,0.0,1013.76,22.13,76.15,906.58,0.16,2,21,6,30,18.6,0.0,-5.0,1.88
2024-02-21 06:40:00,9.0,0.0,1013.87,22.45,74.62,1587.34,0.4,2,21,6,40,18.6,0.0,-5.0,4.38
2024-02-21 06:50:00,9.0,0.0,1013.92,22.76,73.51,2501.58,1.04,2,21,6,50,18.6,0.0,-5.0,6.88
2024-02-21 07:00:00,9.0,0.0,1013.89,23.06,72.65,3844.58,2.85,2,21,7,0,18.6,0.0,-5.0,9.36
2024-02-21 07:10:00,9.0,0.07,1014.01,23.39,72.08,6226.67,5.45,2,21,7,10,18.6,0.0,-5.0,11.82
2024-02-21 07:20:00,9.0,0.18,1014.2,25.21,64.98,37923.13,231.07,2,21,7,20,18.6,0.0,-5.0,14.26
2024-02-21 07:30:00,9.0,0.44,1014.43,30.15,47.94,47846.65,429.49,2,21,7,30,18.6,0.0,-5.0,16.66
2024-02-21 07:40:00,9.0,0.02,1014.48,33.74,39.88,56587.0,579.89,2,21,7,40,18.6,0.0,-5.0,19.03
2024-02-21 07:50:00,9.0,0.0,1014.58,36.42,34.38,64114.83,716.03,2,21,7,50,18.6,0.0,-5.0,21.37
2024-02-21 08:00:00,9.0,0.0,1014.53,38.49,30.8,70927.87,847.34,2,21,8,0,18.6,0.5,-5.0,23.65
